Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
Longwood,27.1,0.36,28.2,0.337,54.1,0.508,56.6,0.505,18.5,16.9,18.2,19.1,0.737,14,11.9,69.9,7,7.6,24.1,23.3,0.419,0.636
Louisville,25.3,0.342,21.9,0.32,57.9,0.506,59,0.46,17.4,19.2,20.2,18.9,0.777,12.1,11.2,70.8,8.7,8.4,27.1,23.7,0.588,0.4
Loyola Mymt,14.6,0.316,21.3,0.324,51.8,0.503,50.1,0.503,17.8,18.5,19,18.2,0.75,12.5,13.9,65.7,7.6,7,21.3,20.4,0.625,0.75
Loyola-Chi,16.7,0.367,19.8,0.366,49.7,0.55,51.4,0.487,13.9,15.3,15.9,12.3,0.667,11.9,13.1,64.5,4.8,5.6,22.8,21.8,0.576,0.5
Loyola-MD,19.3,0.341,20.2,0.393,57.4,0.518,56.8,0.538,17.9,17.8,19.3,18.3,0.71,13.9,14.6,72.8,7.3,7.7,20.4,23.2,0.344,0.375
LSU,21.1,0.319,23.8,0.337,61.7,0.529,59.6,0.494,18.1,19.1,22.9,19.7,0.752,12.9,14.5,73.7,12.2,9.4,24.1,21.7,0.8,0.714
Maine,20.3,0.31,25,0.387,53.7,0.499,52.1,0.527,17.8,15.3,13.8,20.1,0.639,14.6,12.6,67.2,7.4,7.4,21,23.1,0.129,0.167
Manhattan,20.6,0.332,19.6,0.361,50.2,0.456,46.8,0.486,21,17.6,16.7,21.3,0.584,15.2,14.8,64.6,8.5,7.4,19.4,21.6,0.344,0.6
Marist,21.8,0.363,25.3,0.355,53.1,0.508,52.8,0.527,18.8,17.5,17.1,19,0.685,12.5,12.7,67.1,6.8,7.3,22,22.7,0.387,0.3
Marquette,24.2,0.388,21.2,0.324,57.9,0.5,59.4,0.451,18.7,18.9,20.4,21.3,0.757,13.7,11.8,73.1,8.2,8.2,27.2,22.3,0.706,0.7
Marshall,28.6,0.342,22.3,0.355,64,0.523,63.2,0.514,17.9,17.3,19.5,20.5,0.722,12.2,16,78.3,7.6,10.3,23.6,28.3,0.622,0.833
Maryland,20.8,0.349,23.3,0.319,56.1,0.508,59,0.447,15.5,17.5,18.4,15.7,0.743,12.9,9.4,68,9.6,8,26.5,20.4,0.677,0.556
Maryland BC,23.1,0.313,25.5,0.34,54.9,0.495,51.6,0.518,17.2,18,17.1,17,0.698,12.3,15.4,68.7,6.7,6.4,22.7,24.5,0.581,0.667
Maryland ES,19.1,0.279,23.8,0.373,52.8,0.445,54.1,0.532,18.1,15.6,14.9,19.8,0.688,13.6,12.4,66.8,6.7,9.1,20.8,25,0.167,0.5
Mass Lowell,22.3,0.343,22.1,0.316,57.1,0.551,60.2,0.547,18.4,19.1,19.5,19.6,0.717,14,12.8,73.1,7.2,9.2,22.9,23.1,0.433,0.5
McNeese St,17.2,0.31,23.9,0.365,53.1,0.513,58.4,0.538,15.5,18.2,20.6,17.1,0.719,14.4,12,69.3,8.3,8.9,21.1,21.8,0.222,0
Memphis,22.4,0.322,23.8,0.322,62.3,0.525,60.3,0.489,20.5,21,23.2,22.6,0.714,14.9,16.2,77.4,10.5,10.1,24.1,23.2,0.611,0.429
Mercer,21.2,0.338,26.5,0.346,56,0.512,56.9,0.534,18.5,18.6,20,19.7,0.686,13.3,13.8,70.4,8.3,9.8,21.5,22.6,0.31,0.364
Miami (FL),25.2,0.333,23.3,0.349,57.8,0.514,59,0.517,14.5,17,17.8,13.4,0.735,11.6,13.6,70.2,8,8.5,22.5,25,0.438,0.25
Miami (OH),26.1,0.324,23.1,0.339,57.1,0.487,56.5,0.513,18.4,17.8,19.8,19.2,0.71,12.8,11.4,69.6,9.6,7.5,24,24.4,0.433,0.429
Michigan,22.7,0.342,16.8,0.291,56.8,0.518,56,0.443,13.9,15.1,15.6,13.5,0.701,9,11.7,66.6,6.7,7.5,25.7,23.8,0.811,0.667
Michigan St,21.6,0.378,22.7,0.316,57.2,0.543,61,0.419,16.6,17.8,19.2,16.8,0.753,12.6,10.2,70.1,9.6,8.3,28.1,20,0.821,0.375
Middle Tenn,20.3,0.323,23.5,0.341,57.4,0.457,57.5,0.505,18.2,15.6,17,19.7,0.669,15.8,12.1,70.8,10.2,8.5,24.2,23.7,0.3,0.714
Minnesota,16.8,0.317,19.8,0.34,56.6,0.485,58.5,0.487,16.1,19.3,23.6,16.5,0.682,11.6,11.4,69.9,9.3,8.2,23.4,23.3,0.611,0.636
Miss State,22.8,0.377,20.8,0.357,58.3,0.534,57,0.484,17.2,16.4,19,18.3,0.717,13.3,13.5,70.4,10.1,8.8,23,20.2,0.677,0.333
Miss Val St,17.1,0.31,22.5,0.391,59.4,0.401,60.3,0.514,18,18.8,20,19.3,0.663,13,12.4,72.3,9.4,9.9,22.5,27.5,0.161,0.2
Mississippi,23,0.358,19.5,0.374,57.8,0.527,56.6,0.482,18.3,17,17.8,19,0.783,12.6,14.3,71.4,8,8,22.4,20.9,0.606,0.5
Missouri,22.7,0.363,21.9,0.319,55.1,0.476,53.7,0.506,19.5,17.8,16.4,20.4,0.703,14,12.1,67.8,9.3,7.5,23,21.3,0.469,0.5
Missouri St,19.7,0.339,18.9,0.403,52.9,0.514,51.4,0.494,16.8,18.6,19.5,18,0.688,12.1,14.5,67.5,7.2,6.5,21.2,22.7,0.484,0.571
Monmouth,16.1,0.297,27.6,0.358,54.7,0.464,53.7,0.485,19.9,19.5,22.1,23.2,0.687,14.3,14.7,71,8.8,8.2,23,23.5,0.4,0.667
Montana,21.7,0.378,19.5,0.344,56.6,0.556,54.2,0.493,19.2,17.3,17.9,20.2,0.695,11.9,13.2,70,6.9,7,23.3,21.8,0.727,0.625
Montana St,25.7,0.376,26.7,0.378,58.8,0.511,59.8,0.574,17.4,19.8,20.5,16.9,0.741,12.2,12.3,72.5,7.9,7.9,22.6,24.5,0.452,0.4
Morehead St,23,0.336,22.6,0.364,59.5,0.471,61.7,0.513,17.3,19.8,20.2,17.5,0.707,12.3,12.6,72.8,8.7,9.6,22.9,25.8,0.355,0.556
Morgan St,17.5,0.331,21.1,0.367,64.1,0.415,57.5,0.524,20.6,19,22,22.9,0.7,13.3,17.7,76.3,10.8,10.5,20.5,26.3,0.286,0.2
Mt St Marys,23.1,0.312,22.4,0.358,56.2,0.487,58.2,0.511,18.9,17.7,19.1,20.3,0.676,13.2,12.3,70.8,7.5,9.5,22.1,25,0.241,0.667
Murray St,22.1,0.349,21.9,0.289,60.4,0.562,61.2,0.483,15.9,17.8,20.2,16.7,0.734,12.3,13.7,72.7,9.8,10,25.4,22,0.839,0.8
N Alabama,24.3,0.297,20.9,0.351,59.7,0.444,56.6,0.526,19,16.1,18.4,21.5,0.681,13.6,12.1,72.2,9,7.4,24,26.7,0.241,0.571
N Arizona,24.2,0.346,25.8,0.358,58.7,0.492,59.3,0.559,17.3,17.5,19.8,17.6,0.705,12,11.7,71.8,7.7,8.1,22.9,25.9,0.323,0.167
N Carolina,24,0.362,27.4,0.335,66.9,0.521,62.5,0.479,17,17.5,20.2,17.8,0.743,13.1,13.9,77.6,11.5,7.8,29,22.8,0.806,0.5
N Colorado,25.6,0.349,17.9,0.371,56.4,0.536,57.3,0.495,16.9,18.6,19.6,16.3,0.699,12.8,12.8,70.5,7.9,7.5,23.7,22.3,0.633,0.833
*N Dakota St,26.2,0.367,20.7,0.37,54.7,0.521,58.3,0.526,15.2,16.8,17.6,15.5,0.768,10.5,9.7,68.2,5.6,7.1,23.3,24.2,0.515,0.667
N Florida,27.5,0.339,18.8,0.332,60.6,0.532,65,0.474,17.6,15.4,15.4,19.9,0.687,16,12.5,75.2,9.1,11.3,25.4,24.2,0.452,0.4
N Hampshire,27,0.326,20.6,0.336,56.1,0.394,53.6,0.521,18.1,15.1,12.3,20.4,0.613,12.2,11.1,67.4,6.9,6.8,23.2,28.5,0.111,0.4
N Illinois,18.9,0.365,25,0.361,58.7,0.516,55,0.5,19.3,16.1,15.6,21.5,0.733,11.8,12.3,69.9,7.9,7.6,23.7,22.7,0.469,0.308
N Iowa,23.1,0.35,19.8,0.342,54,0.462,52.6,0.51,16.5,15.7,14.9,17.1,0.742,11.6,11.8,66.2,6.4,6.4,23,24,0.438,0.667
N Kentucky,24.1,0.36,22.1,0.32,58.2,0.55,56.6,0.499,19,17.9,20.2,19.9,0.671,12.5,12.9,71.6,8.9,7.3,24.3,22.5,0.727,0.556
N Mex State,27.5,0.339,21.3,0.334,59,0.569,53.9,0.481,17.9,20.5,20.4,17.6,0.676,12.2,13,68.9,11.8,6.5,24.7,20.2,0.849,0.727
Navy,21.2,0.317,24.6,0.338,57.6,0.464,57.5,0.532,17.2,17.2,17.5,17.1,0.715,14.1,11.4,70,9.9,7,23.9,23.5,0.387,0.833
NC A&T,19.9,0.341,21.3,0.317,55.5,0.51,57.9,0.495,16.3,16.7,17.2,18.5,0.667,13.2,14,70,7.4,10.2,21.8,22.5,0.567,0.8
*NC Central,20.2,0.315,19.1,0.32,55,0.513,56.1,0.509,18.1,15.9,18.4,17.6,0.708,15.3,11.8,68.9,9.7,7.7,23.5,20.3,0.484,0.5
NC State,23.1,0.352,19.4,0.309,64.4,0.516,56.6,0.51,19.2,17.4,18.4,21.9,0.707,12.5,15.5,74.1,11.4,8.6,23.3,22.4,0.667,0.539
NC-Asheville,21.8,0.317,24.9,0.362,51.6,0.452,55.6,0.567,16.9,14.8,13.6,18.7,0.751,15.1,11.7,65.5,7.9,10.3,18.9,22.5,0.071,0.2
NC-Grnsboro,22.4,0.338,21.2,0.35,60,0.514,55.5,0.501,17.9,17.5,18.4,17.9,0.697,11.9,15.4,70.7,9.8,8.7,21.8,22.4,0.794,1
NC-Wilmgton,22.2,0.35,25.7,0.388,60,0.493,59.9,0.544,17.6,17.8,19.7,19.1,0.732,13.1,10.2,71.8,10.2,7.8,23.9,23.1,0.281,0.286
Neb Omaha,22.6,0.393,25.6,0.365,62.2,0.518,59.4,0.552,15.4,15.5,15,16.1,0.716,9.5,11.8,71.6,7.1,7.4,22.9,24.6,0.645,0.667
Nebraska,22.2,0.334,19.8,0.338,59.1,0.486,57.9,0.469,16.3,17.6,19.5,17.4,0.694,9.7,13,69,8.9,10.2,23.3,24.9,0.514,0.571
Nevada,25.1,0.347,23.2,0.333,58.8,0.548,58.4,0.462,17.2,21.1,24,16.3,0.708,10.4,13.6,72.4,8.3,7.3,26.5,23.9,0.853,0.667
New Mexico,26.1,0.345,20.5,0.355,59.6,0.478,60.3,0.508,19.8,20.6,23.5,22.4,0.7,14.4,13.5,75.9,9.4,8.4,24.6,24.8,0.419,0.4
New Orleans,16.8,0.333,18.9,0.327,57.4,0.472,56,0.505,19.9,18.3,20.7,22.6,0.695,15.4,16,72.6,9.7,10.4,20.3,22.3,0.517,0.5
Niagara,23.1,0.359,22.7,0.38,59,0.461,60.8,0.513,16,18,19.7,15.4,0.736,12.2,11.4,72,8.3,7.8,24.1,25.4,0.406,0.571
Nicholls St,28.1,0.37,20.1,0.307,60.6,0.455,59.6,0.535,19.5,14,13.3,21.4,0.771,12.1,12.8,71.8,7.5,10.4,21.4,25.7,0.37,0.833
NJIT,20.3,0.348,21.9,0.328,54.7,0.498,58.8,0.488,16.8,18.6,21,17.5,0.718,11.9,12.4,70.7,6.3,8.3,24.9,25.1,0.618,0.714
Norfolk St,21.1,0.37,23.8,0.339,56.8,0.461,56.1,0.48,21.5,18.8,21.7,23.9,0.716,14.6,14.9,73.7,7.9,8.6,23.9,24.1,0.576,0.7
North Dakota,21.5,0.36,19.3,0.353,58.1,0.496,58.9,0.522,16.6,16.5,15.8,17.7,0.689,12.7,12.3,72.4,6.1,7,23.7,26.5,0.308,0.222
North Texas,24.8,0.317,19.7,0.328,57.5,0.505,53.1,0.464,17.9,15.9,15.9,20,0.671,13.6,13.4,69.5,9,6.7,24.8,23.3,0.6,0.556
Northeastrn,25.2,0.382,20.4,0.337,54.4,0.558,56.8,0.53,15.9,17.5,18.6,15.8,0.751,11.2,11.3,68.4,6.1,7,23.5,23,0.677,0.375
Northwestern,23.3,0.313,17.7,0.293,57.1,0.464,55.3,0.48,18.2,17.1,17.2,18.8,0.735,10.9,12,69,7.4,7.1,23.5,25.3,0.406,0.125
Notre Dame,26.2,0.315,22.3,0.331,59.8,0.454,60.8,0.486,13.8,16.1,18,13.3,0.744,9.3,10.9,67.9,9.7,10,24.5,26.3,0.424,0.222
NW State,20.3,0.28,21.8,0.375,56.5,0.462,58.4,0.481,18.9,17.6,19,21.3,0.684,15.9,13.7,71.9,9.4,10.4,22,24.1,0.286,0.75
Oakland,24.7,0.379,22.4,0.352,56.5,0.523,61,0.532,16.4,19.1,20.2,17.1,0.744,13,12,71.4,7.5,9.9,21.9,23.3,0.469,0.4
Ohio,20.3,0.297,23.7,0.359,58.6,0.507,60,0.489,16.5,17.9,19.4,18.7,0.631,14.5,13.3,73.5,9.3,8.1,24.9,25.1,0.433,0.75
Ohio State,22.1,0.341,20.6,0.327,55.2,0.497,55.1,0.479,17.8,18.6,18.6,17.5,0.734,12.5,12.1,68.2,8,7.6,23.9,23.1,0.571,0.833
Oklahoma,19.3,0.345,25.4,0.333,58.1,0.498,61.6,0.458,15.5,17.2,18.2,14.3,0.697,11.8,12,71.2,7.4,9.1,25.8,24.6,0.588,0.571
Oklahoma St,23.5,0.372,24.4,0.354,56.1,0.46,57.6,0.483,16.1,16.4,17.2,18.1,0.689,12.1,11.8,69.1,7.5,8.8,23.4,24.1,0.375,0.3
Old Dominion,21.6,0.349,21.9,0.324,57.9,0.441,53.9,0.435,16.6,16.4,16.7,17.5,0.663,11.7,12.1,67.2,10.5,6.9,25.2,23.1,0.743,0.714
Oral Roberts,22.5,0.364,23,0.39,57.8,0.507,58.8,0.513,17.9,14.8,15.1,19.3,0.698,14,10,70.1,8.7,8,23.4,22.4,0.3,0.6
Oregon,22.1,0.351,24.2,0.29,55.9,0.516,53.3,0.488,17.5,16.6,16.4,18.1,0.721,11.6,13.8,67.5,8.3,7.8,23.2,21.5,0.658,0.25
Oregon St,20.4,0.321,21.3,0.373,55.7,0.545,56.9,0.467,17.3,19.4,20.5,19.1,0.742,12.4,11.9,69.2,8.9,8.6,23.4,20.9,0.581,0.429
Pacific,17.3,0.356,22.1,0.362,52.4,0.449,50.8,0.541,20.1,19.6,21.2,21.5,0.744,13.1,12.8,67.7,7.6,6.4,21.9,22.8,0.4,0.375
Penn State,21.7,0.32,18.4,0.354,59.3,0.472,55.2,0.484,18.7,18.1,19.2,18.8,0.693,12.5,13.5,70.6,10.1,7.3,23,24,0.438,0.2
Pepperdine,24.1,0.379,22,0.348,57.2,0.484,56.2,0.549,18.8,20.3,20.4,20.1,0.758,12.8,14.8,72.4,7.3,8.1,21.2,24.2,0.455,0.4
Pittsburgh,20.6,0.331,23.4,0.337,55.8,0.469,57.7,0.458,18.5,19.9,23.6,19,0.697,13.6,14.7,71,9.7,10.3,23.4,23.6,0.424,0.5
Portland,21.1,0.329,22.7,0.371,52.3,0.458,57.9,0.492,18.7,19.2,20.4,20,0.663,13.6,11.1,69.7,5.6,9.2,22.9,26.6,0.167,0.4
Portland St,23.9,0.298,20,0.348,61.3,0.483,55.6,0.546,21.3,19.9,22.8,24.1,0.708,13.7,13.3,73.1,12.7,7.3,22.1,21,0.448,0.571
*Prairie View,19.9,0.323,19.5,0.312,58.8,0.492,54.3,0.537,21.6,21.7,25.3,25.1,0.682,12.6,17.9,74,9.4,10.1,20.1,24.8,0.618,0.833
Presbyterian,28,0.379,23.8,0.354,58.9,0.502,57.1,0.535,17.2,15.9,18,18.9,0.749,10.1,12.3,70.5,7.3,7.8,22.8,24.5,0.515,0.636
Princeton,23.8,0.303,21.3,0.325,58.7,0.481,58.8,0.503,16.3,16.2,17.5,16.8,0.745,12.6,12.2,71.9,7.2,7.5,24.8,26,0.539,0.875
Providence,20.3,0.326,21.2,0.341,58,0.475,56.7,0.488,17.6,19.8,22.7,18.6,0.691,13.1,14.1,71.6,10.4,7.9,23.2,23.7,0.529,0.5
Purdue,27.1,0.374,23.9,0.342,59.6,0.515,55.5,0.472,17.3,17.1,17.8,17.6,0.719,10.6,12.4,68.3,10.4,8,23.8,20.8,0.722,0.5
Quinnipiac,29.8,0.377,22.5,0.345,55.8,0.485,61.1,0.501,16.9,19,20.8,16.5,0.724,13.4,10.8,70.5,8.8,9,24.2,22.5,0.516,0.333
Radford,22.1,0.38,24.7,0.347,57.9,0.501,54.7,0.517,16.1,16.2,15.7,16.8,0.709,10.9,12,67.6,8.6,7.1,23.4,22.1,0.633,0.5
Rhode Island,18.6,0.28,20.8,0.323,58,0.5,55.1,0.488,17.8,18.4,21.3,19.7,0.68,12.3,13.9,70.4,9.8,8.2,23.1,23.5,0.546,0.571
Rice,24.7,0.353,24.5,0.345,58.2,0.481,62.4,0.515,18,19.3,22.4,19.1,0.679,13.8,10.9,74.1,8.6,8.2,26.5,25.7,0.367,0.429
Richmond,21.9,0.347,21.4,0.344,54.5,0.555,56.2,0.54,14.8,15.7,16.7,16.2,0.661,10.2,12.4,67.5,5.1,8.9,21.3,24.7,0.394,0.333
Rider,21,0.341,24.8,0.358,61,0.504,57.2,0.536,19.1,20.8,24.4,20.6,0.616,13.4,16.9,76,10.2,7.8,23.3,25.2,0.516,0.429
Rob Morris,21.8,0.341,20,0.346,56.5,0.473,52.4,0.523,19.4,18.2,18.2,20.2,0.694,14.4,15.3,70.2,8.9,7.5,20.7,23.1,0.485,0.444
Rutgers,19.7,0.312,21.8,0.353,59.4,0.472,57.3,0.47,18.3,18.1,18.8,18.6,0.637,13.2,12,70.2,11.1,8.1,24.8,23.3,0.452,0.6
S Alabama,22.3,0.37,20.9,0.356,55.1,0.51,56.6,0.513,18.9,17.6,19.3,20.7,0.682,13.5,13.6,70.9,7.1,9,21.8,23,0.469,0.143
S Car State,17.2,0.325,21.7,0.368,55.4,0.465,54.8,0.571,19.8,20.9,22,21.9,0.743,14.5,14.3,71.3,9.3,7.9,19.9,22.1,0.188,0.263
S Carolina,20.6,0.365,22.7,0.342,59.4,0.449,57,0.482,19.5,19.4,21.5,22.6,0.674,13.7,14.5,73.6,9.5,8.9,22.5,24.1,0.484,0.667
S Dakota St,24.6,0.412,30.5,0.345,59.6,0.562,63.3,0.488,16.8,18.3,19,15,0.773,11.8,11.4,74,6.5,7.8,28.8,23.5,0.719,0.5
S Florida,21.5,0.333,19.6,0.325,55.6,0.485,53.4,0.482,20.9,22.2,26.8,23,0.644,16,15.5,72.9,10.9,7.5,23.3,21.3,0.622,0.5
S Illinois,17.8,0.374,22.6,0.351,53.8,0.512,57.2,0.476,14.8,16.5,17.2,14.7,0.685,14,12.7,68.2,7.8,8.6,23.1,21.2,0.531,0.4
S Methodist,24.1,0.341,23.8,0.351,58.9,0.513,57.9,0.482,16.1,15.6,16.3,17.1,0.715,10.9,11.6,68,10,9.2,22.5,21.9,0.469,0.2
S Mississippi,21.1,0.391,26.7,0.342,57,0.499,56.3,0.471,15.5,14.2,13.7,16.8,0.666,10.4,12.9,67.9,6.6,8.8,24.9,24.7,0.586,0.5
S Utah,22.7,0.337,22.8,0.361,57.3,0.5,59.6,0.48,20.6,20.3,22.5,22.6,0.714,14,12.4,75.2,6.9,7.4,26.1,26.3,0.469,0.429
Sac State,17,0.331,20.6,0.37,57.5,0.483,53.8,0.508,18.5,19.3,19.3,19.8,0.707,13.4,15,71.1,8.8,7.3,22.1,24,0.429,0.546
Sacred Hrt,20.9,0.352,23.4,0.373,59.6,0.511,62.2,0.494,17.8,19.5,22.7,19.5,0.755,14.7,12.2,75.5,9.2,8.5,25.4,22.1,0.452,0.4
Saint Louis,18.8,0.304,20.3,0.314,57,0.472,54.1,0.467,17.6,18.7,22.5,18.1,0.598,12.9,12.9,68.4,12.1,7.2,24.5,22.8,0.639,0.539
Sam Hous St,25.3,0.375,20.9,0.34,59.8,0.486,53.4,0.514,20.4,17.4,15.6,23.1,0.76,12.7,14.7,71,8.8,8.1,22.7,23.2,0.6,0.5
Samford,20.8,0.373,28.1,0.351,59.3,0.53,63.8,0.473,16.9,18.3,20.1,18.1,0.727,14.1,13.3,74.8,7.9,10.9,25.7,22.7,0.5,0.5
San Diego,22.2,0.348,17.6,0.329,55.3,0.524,54.5,0.497,18.6,18.7,17.9,20.3,0.748,13,12.1,70.1,6.6,6.3,24.9,23.3,0.571,0.625
San Diego St,21,0.356,23.9,0.33,56.6,0.479,56.9,0.472,18.8,19,19.9,18.9,0.72,12.5,12.9,70.1,8.4,8.8,24.2,23.1,0.606,0.667
San Fransco,23.2,0.354,19,0.32,59.4,0.538,56.9,0.493,17.8,17.6,18.4,17.4,0.657,10.3,11.7,69.5,9.1,7.3,24.7,23.7,0.667,0.455
San Jose St,20.3,0.33,30.3,0.373,56.7,0.441,63.3,0.563,17.3,19.1,19.8,17,0.651,15.7,11.1,73.4,8.5,9,23.8,25.1,0.1,0.333
Santa Clara,21.4,0.362,19.9,0.318,53.3,0.497,57.4,0.499,19.2,17.5,18,20.2,0.712,13.9,11.1,69.3,6.7,8.5,24,22.6,0.5,0.6
Savannah St,38.4,0.292,26.7,0.361,66.6,0.537,65.9,0.535,18.3,15.7,16.8,21.9,0.668,15.5,15,79.9,10.2,11.5,23.6,28.1,0.333,0.539
SC Upstate,25.8,0.32,21,0.344,58.4,0.468,57.2,0.54,19.7,14.7,14.8,22.3,0.713,14,12.8,71.7,7.4,9.2,21.6,25.9,0.103,0.25
SE Louisiana,21.3,0.336,18.5,0.329,52,0.504,52.5,0.506,18.2,19.4,19.4,20.6,0.723,16.2,14,68.1,9.4,8.2,21.5,19.6,0.484,0.3
SE Missouri,23,0.366,25.1,0.323,58.2,0.474,59.7,0.557,19.9,16.2,17,20,0.695,14.4,12.5,73,7.7,8.6,24.1,25.2,0.276,0.429
Seattle,19.4,0.368,19,0.336,58.3,0.461,57,0.449,20.1,19.5,20,22,0.716,12.2,11,70.4,9.1,8.5,25.4,23.6,0.516,0.5
Seton Hall,21.8,0.324,23.3,0.34,59.4,0.506,58.1,0.487,18.8,18.3,20.5,19.1,0.706,12.4,14,72.6,9.1,8.4,23.6,23.6,0.588,0.529
Siena,25.8,0.339,19,0.36,53.9,0.521,53.2,0.519,14,14.1,13.3,14.5,0.68,9.7,11.2,63.4,6.8,7.6,20.5,23.7,0.515,0.539
SIU Edward,21.8,0.303,21.6,0.375,61.4,0.476,58,0.568,19.9,18.7,21.2,22.8,0.692,13.8,13.9,75.2,9.6,8.2,21.9,26.5,0.276,0.333
South Dakota,22.4,0.339,20.1,0.358,55.2,0.496,55.7,0.507,18,19,19.8,19.6,0.736,11,12,69.8,5.8,7.2,22.6,25.1,0.393,0.25
Southern,17,0.326,18.2,0.367,53.5,0.488,51.1,0.548,22.6,17.7,18.5,25.8,0.668,15.9,15.1,69.9,8.3,8.6,18.9,22,0.194,0.167
St Bonavent,18.7,0.328,23.6,0.323,56.3,0.479,54.8,0.462,16.3,15.9,15.9,17.3,0.742,12.4,13.1,67.9,8.5,8.1,23.5,22.4,0.529,0.333
St Fran (NY),23.9,0.335,17.4,0.324,59.5,0.473,55.9,0.49,19.1,17.6,17,22,0.685,12.4,13.4,71.4,8.7,8.1,22.8,26.1,0.484,0.333
St Fran (PA),21.9,0.353,23.1,0.348,60.8,0.465,59,0.549,18.3,18.1,21.3,18.8,0.712,12.2,11.9,71.9,10.6,8.5,23.2,23.5,0.516,0.6
*St Johns,23.8,0.357,24.4,0.342,61.8,0.507,57.7,0.503,19.1,17,18.2,22.9,0.719,10.5,15.6,74.6,6.8,9,23.7,27.5,0.618,0.778
St Josephs,26.3,0.322,26,0.36,58.9,0.478,59,0.499,15.1,16.3,18.6,16,0.751,9.2,10.8,70.3,6.8,7.1,24.6,26.7,0.424,0.556
St Marys,19.7,0.378,17.1,0.321,56,0.523,53.9,0.492,16.9,15.8,16.3,15.7,0.742,10.4,10.5,65.7,8.4,6.4,23.8,20.6,0.647,0
St Peters,17.7,0.325,21.2,0.386,51.2,0.488,52.4,0.467,19.2,17.1,17.8,20.2,0.726,15.3,12.3,67,7.9,7.4,21.2,19.9,0.313,0.385
Stanford,21,0.317,16.6,0.345,57.5,0.532,60.9,0.464,18.9,19.5,20.7,20,0.672,15.1,12.4,74,8.5,8.6,25.4,23,0.484,0.429
Ste F Austin,19.9,0.333,25.1,0.374,56.4,0.476,56.4,0.499,19.6,18.7,20.4,20.3,0.685,14.4,15.2,71.9,8.5,9.6,21.2,23.3,0.385,0.6
Stetson,21.9,0.31,24.6,0.366,62.7,0.45,60,0.542,17.5,15.2,15.7,19.8,0.678,12.5,12.8,72.7,9.4,10,22.2,27.2,0.172,0.25
Stony Brook,21.5,0.326,24,0.301,58.2,0.477,57.1,0.466,19.1,18.8,20.6,20.7,0.72,14.5,13.1,72,10.5,7.9,26.3,22.5,0.719,0.727
Syracuse,24.2,0.333,26.3,0.329,56.1,0.493,54.6,0.469,17.4,18.4,20.6,18.7,0.685,12.4,15.5,69.3,8.9,9.7,21.9,22.6,0.588,1
*Temple,22.7,0.33,22,0.329,60.5,0.501,57.5,0.515,17.6,16.7,19.7,19.5,0.727,11.2,14.7,72.8,8.2,8.6,22.6,24.8,0.697,0.818
Tennessee,19.4,0.367,23.8,0.354,60.3,0.554,59.2,0.447,17.7,18.7,20.1,20.7,0.758,11.1,12.6,71.9,9.3,9.6,25.3,21.1,0.833,0.625
Texas,25.2,0.348,20.2,0.354,58,0.498,56.3,0.462,16.9,16.5,17.2,16.7,0.699,10.8,12.7,68.4,8.8,8.4,23.2,23.4,0.568,0.385
Texas A&M,20.7,0.308,26.2,0.331,57.6,0.511,61.3,0.49,16.3,17.5,19.7,16.5,0.693,13.9,12.8,70.9,10.3,10.7,24.3,22.4,0.438,0.286
Texas State,21.8,0.325,20.9,0.316,57.4,0.508,52.7,0.493,19.7,18.5,19.8,20.8,0.682,13.4,14.2,70,9.8,7.3,23.6,22.4,0.688,0.667
Texas Tech,20,0.365,21.5,0.298,55.5,0.528,53.3,0.419,17.4,18.6,18.3,19.6,0.732,12,15.4,69.2,7.6,8.4,24.1,21.2,0.816,0.6
TN Martin,23.6,0.341,25.4,0.385,61.7,0.499,60.8,0.567,15.8,16,16.3,16.5,0.754,13.4,13.7,72.4,10.1,10.2,20.6,23.1,0.345,0.5
TN State,23.3,0.326,18.7,0.384,57.1,0.493,53.5,0.526,24.4,18.7,20.7,28.9,0.701,16.6,14.8,74.1,8.9,8.4,21.6,24,0.25,0.375
TN Tech,19.5,0.336,22.2,0.341,56.7,0.439,61.1,0.511,18.4,18.2,20.6,20.3,0.625,16.5,13.9,74.2,8.9,10.3,22.3,24.9,0.207,0.167
Toledo,25.8,0.38,21.4,0.315,60.2,0.504,61.4,0.466,15.7,16.5,15.7,16.5,0.771,12.2,10.8,71.6,8.3,8.4,26.8,23.6,0.75,0.714
Towson,17,0.327,25.7,0.356,57.9,0.476,55.9,0.508,17.4,16.3,16.3,18.5,0.7,12.3,10,67.1,10.8,7.5,22.8,20.8,0.29,0.444
Troy,23.3,0.332,22.9,0.378,57.1,0.517,59.5,0.501,17.9,16.7,18.1,19.5,0.724,13.9,11.9,71.3,8.1,9.6,22.8,23.4,0.357,0.667
Tulane,21.6,0.318,24.5,0.336,57.5,0.467,63.2,0.507,17.3,18.3,18.9,20,0.689,15.1,10.8,73.8,7.7,9.7,24.4,24.7,0.129,0.222
